ssyk96_4,year,daioe_allapps,daioe_stratgames,daioe_videogames,daioe_imgrec,daioe_imgcompr,daioe_imggen,daioe_readcompr,daioe_lngmod,daioe_translat,daioe_speechrec,daioe_genai,pctl_rank_allapps,pctl_rank_stratgames,pctl_rank_videogames,pctl_rank_imgrec,pctl_rank_imgcompr,pctl_rank_imggen,pctl_rank_readcompr,pctl_rank_lngmod,pctl_rank_translat,pctl_rank_speechrec,pctl_rank_genai,ssyk96_1,ssyk96_2,ssyk96_3
1110 Legislators and senior government officials,2019,20.62639617919922,0.25453290343284607,3.5802173614501953,0.2680990695953369,0.06870021671056747,0.4551481008529663,0.20367708802223206,0.13702687621116638,0.03451045602560043,0.3354838788509369,0.9701619148254395,32.810001373291016,39.060001373291016,3.2699999809265137,46.45000076293945,59.79999923706055,68.31999969482422,69.73999786376953,67.47000122070312,66.05000305175781,62.06999969482422,70.02999877929688,"1 Legislators, senior officials and managers",11 Legislators and senior officials,111 Legislators and senior government officials
1110 Legislators and senior government officials,2020,23.128395080566406,0.25456857681274414,3.602717876434326,0.3276573419570923,0.08161114156246185,0.5468970537185669,0.2064538300037384,0.3369848132133484,0.03813938796520233,0.37771251797676086,1.5326733589172363,41.34000015258789,39.060001373291016,3.2699999809265137,46.45000076293945,59.79999923706055,68.31999969482422,69.73999786376953,67.47000122070312,66.05000305175781,62.06999969482422,70.5999984741211,"1 Legislators, senior officials and managers",11 Legislators and senior officials,111 Legislators and senior government officials
1110 Legislators and senior government officials,2021,25.411869049072266,0.25465017557144165,3.6061487197875977,0.3874107599258423,0.1444564014673233,0.7037312984466553,0.21806472539901733,0.40450209379196167,0.03974982351064682,0.398706316947937,1.9627625942230225,47.59000015258789,39.060001373291016,3.2699999809265137,46.45000076293945,59.79999923706055,68.31999969482422,69.73999786376953,67.47000122070312,66.05000305175781,62.06999969482422,70.5999984741211,"1 Legislators, senior officials and managers",11 Legislators and senior officials,111 Legislators and senior government officials
1110 Legislators and senior government officials,2022,27.855939865112305,0.2546502649784088,3.6166884899139404,0.4003004729747772,0.16473574936389923,0.7358120679855347,0.25859248638153076,0.7927722334861755,0.04052985832095146,0.42873919010162354,2.606252431869507,50.43000030517578,39.060001373291016,3.2699999809265137,46.45000076293945,59.79999923706055,68.31999969482422,69.73999786376953,67.47000122070312,66.05000305175781,62.06999969482422,70.5999984741211,"1 Legislators, senior officials and managers",11 Legislators and senior officials,111 Legislators and senior government officials
1110 Legislators and senior government officials,2023,31.355037689208984,0.2546503245830536,3.619454860687256,0.4028644263744354,0.22453489899635315,0.7390576601028442,0.42318543791770935,1.0278390645980835,0.04098368436098099,0.7356767058372498,2.8997888565063477,53.54999923706055,39.060001373291016,3.2699999809265137,46.45000076293945,59.79999923706055,68.31999969482422,69.73999786376953,67.47000122070312,66.05000305175781,62.06999969482422,70.5999984741211,"1 Legislators, senior officials and managers",11 Legislators and senior officials,111 Legislators and senior government officials
1120 Senior officials of special-interest organisations,2010,0.26077699661254883,0.08137494325637817,,0.025698626413941383,,,,,,0.004244049079716206,,64.62999725341797,60.650001525878906,,62.06999969482422,,,,,,72.87000274658203,,"1 Legislators, senior officials and managers",11 Legislators and senior officials,112 Senior officials of special-interest organisations
1120 Senior officials of special-interest organisations,2011,0.4362791180610657,0.1619371473789215,,0.030597873032093048,,,,,,0.008488098159432411,,64.62999725341797,60.650001525878906,,62.06999969482422,,,,,,72.87000274658203,,"1 Legislators, senior officials and managers",11 Legislators and senior officials,112 Senior officials of special-interest organisations
1120 Senior officials of special-interest organisations,2012,0.6607182025909424,0.17504490911960602,,0.07866838574409485,,,,0.0005677716108039021,,0.022004395723342896,0.0005677716108039021,65.19999694824219,60.650001525878906,,62.06999969482422,,,,76.8499984741211,,72.87000274658203,76.8499984741211,"1 Legislators, senior officials and managers",11 Legislators and senior officials,112 Senior officials of special-interest organisations
1120 Senior officials of special-interest organisations,2013,2.8794796466827393,0.18815267086029053,1.0943986177444458,0.11155803501605988,,,,0.0015868349000811577,,0.03552069142460823,0.0015868349000811577,11.220000267028809,60.650001525878906,5.260000228881836,62.06999969482422,,,,76.8499984741211,,72.87000274658203,76.8499984741211,"1 Legislators, senior officials and managers",11 Legislators and senior officials,112 Senior officials of special-interest organisations
1120 Senior officials of special-interest organisations,2014,4.7677154541015625,0.20126043260097504,1.7457520961761475,0.14586468040943146,,,0.003468611743301153,0.013752940110862255,,0.0453169047832489,0.013752940110862255,11.510000228881836,60.650001525878906,5.260000228881836,62.06999969482422,,,76.8499984741211,76.8499984741211,,72.87000274658203,76.8499984741211,"1 Legislators, senior officials and managers",11 Legislators and senior officials,112 Senior officials of special-interest organisations
1120 Senior officials of special-interest organisations,2015,8.559905052185059,0.21554304659366608,2.3971056938171387,0.18448708951473236,,0.02842627465724945,0.005828626919537783,0.024903634563088417,0.003553112968802452,0.24172651767730713,0.08891700953245163,21.15999984741211,60.650001525878906,5.260000228881836,62.06999969482422,,79.69000244140625,76.8499984741211,76.8499984741211,77.9800033569336,72.87000274658203,76.27999877929688,"1 Legislators, senior officials and managers",11 Legislators and senior officials,112 Senior officials of special-interest organisations
1120 Senior officials of special-interest organisations,2016,13.85052490234375,0.26759564876556396,2.582106351852417,0.1885543018579483,0.050760846585035324,0.36817240715026855,0.15263104438781738,0.04139447957277298,0.0100674107670784,0.2737681269645691,0.5947707891464233,54.119998931884766,60.650001525878906,5.260000228881836,62.06999969482422,71.44999694824219,79.69000244140625,76.8499984741211,76.8499984741211,77.9800033569336,72.87000274658203,79.12000274658203,"1 Legislators, senior officials and managers",11 Legislators and senior officials,112 Senior officials of special-interest organisations
1120 Senior officials of special-interest organisations,2017,14.420743942260742,0.2693754732608795,2.5988056659698486,0.20996934175491333,0.07003427296876907,0.3682246208190918,0.15680211782455444,0.044309236109256744,0.014537909999489784,0.2850545644760132,0.5985175371170044,58.099998474121094,60.650001525878906,5.260000228881836,62.06999969482422,71.44999694824219,79.69000244140625,76.8499984741211,76.8499984741211,77.9800033569336,72.87000274658203,79.12000274658203,"1 Legislators, senior officials and managers",11 Legislators and senior officials,112 Senior officials of special-interest organisations
1120 Senior officials of special-interest organisations,2018,16.92613410949707,0.26952463388442993,2.977309465408325,0.22240853309631348,0.070070281624794,0.4354013502597809,0.1648196578025818,0.1051938533782959,0.020128365606069565,0.3135772943496704,0.8544124364852905,58.95000076293945,60.650001525878906,5.260000228881836,62.06999969482422,71.44999694824219,79.69000244140625,76.8499984741211,76.8499984741211,77.9800033569336,72.87000274658203,78.2699966430664,"1 Legislators, senior officials and managers",11 Legislators and senior officials,112 Senior officials of special-interest organisations
1120 Senior officials of special-interest organisations,2019,22.128150939941406,0.26960289478302,3.744363784790039,0.2922300398349762,0.07561464607715607,0.4856310486793518,0.22197115421295166,0.15077747404575348,0.03893645480275154,0.37375980615615845,1.0458717346191406,59.79999923706055,60.650001525878906,5.260000228881836,62.06999969482422,71.44999694824219,79.69000244140625,76.8499984741211,76.8499984741211,77.9800033569336,72.87000274658203,77.69999694824219,"1 Legislators, senior officials and managers",11 Legislators and senior officials,112 Senior officials of special-interest organisations
1120 Senior officials of special-interest organisations,2020,24.853038787841797,0.2696406841278076,3.7678961753845215,0.35714903473854065,0.08982500433921814,0.5835248231887817,0.22499729692935944,0.3708011209964752,0.04303080216050148,0.4208064079284668,1.65714430809021,61.5099983215332,60.650001525878906,5.260000228881836,62.06999969482422,71.44999694824219,79.69000244140625,76.8499984741211,76.8499984741211,77.9800033569336,72.87000274658203,76.55999755859375,"1 Legislators, senior officials and managers",11 Legislators and senior officials,112 Senior officials of special-interest organisations
1120 Senior officials of special-interest organisations,2021,27.3388729095459,0.26972711086273193,3.771484375,0.4222806990146637,0.15899541974067688,0.7508628368377686,0.23765107989311218,0.4450937509536743,0.04484777897596359,0.444195419549942,2.121645212173462,63.779998779296875,60.650001525878906,5.260000228881836,62.06999969482422,71.44999694824219,79.69000244140625,76.8499984741211,76.8499984741211,77.9800033569336,72.87000274658203,76.55999755859375,"1 Legislators, senior officials and managers",11 Legislators and senior officials,112 Senior officials of special-interest organisations
1120 Senior officials of special-interest organisations,2022,30.009090423583984,0.2697272002696991,3.7825071811676025,0.4363305866718292,0.1813158094882965,0.7850921750068665,0.2818189859390259,0.872326672077179,0.04572785273194313,0.4776547849178314,2.8248279094696045,63.779998779296875,60.650001525878906,5.260000228881836,62.06999969482422,71.44999694824219,79.69000244140625,76.8499984741211,76.8499984741211,77.9800033569336,72.87000274658203,76.27999877929688,"1 Legislators, senior officials and managers",11 Legislators and senior officials,112 Senior officials of special-interest organisations
1120 Senior officials of special-interest organisations,2023,33.85647964477539,0.26972725987434387,3.785400390625,0.43912532925605774,0.2471335232257843,0.7885551452636719,0.46119552850723267,1.1309823989868164,0.046239882707595825,0.8196113705635071,3.1467692852020264,66.62000274658203,60.650001525878906,5.260000228881836,62.06999969482422,71.44999694824219,79.69000244140625,76.8499984741211,76.8499984741211,77.9800033569336,72.87000274658203,75.70999908447266,"1 Legislators, senior officials and managers",11 Legislators and senior officials,112 Senior officials of special-interest organisations
1210 Directors and chief executives,2010,0.2696259617805481,0.0858815461397171,,0.02581295371055603,,,,,,0.004298273008316755,,70.30999755859375,73.72000122070312,,62.63999938964844,,,,,,74.01000213623047,,"1 Legislators, senior officials and managers",12 Corporate managers,121 Directors and chief executives
1210 Directors and chief executives,2011,0.452189564704895,0.17090533673763275,,0.030733995139598846,,,,,,0.00859654601663351,,71.7300033569336,73.72000122070312,,62.63999938964844,,,,,,74.01000213623047,,"1 Legislators, senior officials and managers",12 Corporate managers,121 Directors and chief executives
1210 Directors and chief executives,2012,0.6812133193016052,0.18473900854587555,,0.07901835441589355,,,,0.0005877373623661697,,0.02228553220629692,0.0005877373623661697,70.87999725341797,73.72000122070312,,62.63999938964844,,,,79.97000122070312,,74.01000213623047,79.97000122070312,"1 Legislators, senior officials and managers",12 Corporate managers,121 Directors and chief executives
1210 Directors and chief executives,2013,2.929102659225464,0.19857269525527954,1.1041213274002075,0.11205431818962097,,,,0.0016426360234618187,,0.035974517464637756,0.0016426360234618187,14.350000381469727,73.72000122070312,6.389999866485596,62.63999938964844,,,,79.97000122070312,,74.01000213623047,79.97000122070312,"1 Legislators, senior officials and managers",12 Corporate managers,121 Directors and chief executives
1210 Directors and chief executives,2014,4.848050117492676,0.21240636706352234,1.7612615823745728,0.14651358127593994,,,0.0035960213281214237,0.014236561954021454,,0.04589588940143585,0.014236561954021454,15.199999809265137,73.72000122070312,6.389999866485596,62.63999938964844,,,82.80999755859375,79.97000122070312,,74.01000213623047,79.97000122070312,"1 Legislators, senior officials and managers",12 Corporate managers,121 Directors and chief executives
1210 Directors and chief executives,2015,8.691424369812012,0.2274799644947052,2.4184017181396484,0.1853078007698059,,0.028171882033348083,0.0060427249409258366,0.025779370218515396,0.003583629382774234,0.2448149025440216,0.09000398218631744,28.549999237060547,73.72000122070312,6.389999866485596,62.63999938964844,,78.2699966430664,82.80999755859375,79.97000122070312,79.12000274658203,74.01000213623047,78.55000305175781,"1 Legislators, senior officials and managers",12 Corporate managers,121 Directors and chief executives
1210 Directors and chief executives,2016,14.065073013305664,0.2824152708053589,2.605046033859253,0.18939311802387238,0.05115487426519394,0.3648775815963745,0.1582375019788742,0.04285011440515518,0.01015387661755085,0.27726590633392334,0.5953547954559326,60.939998626708984,73.72000122070312,6.389999866485596,62.63999938964844,73.1500015258789,78.2699966430664,82.80999755859375,79.97000122070312,79.12000274658203,74.01000213623047,79.4000015258789,"1 Legislators, senior officials and managers",12 Corporate managers,121 Directors and chief executives
1210 Directors and chief executives,2017,14.64413070678711,0.28429365158081055,2.6218936443328857,0.21090342104434967,0.07057791203260422,0.36492931842803955,0.1625618040561676,0.04586736857891083,0.014662771485745907,0.2886965274810791,0.5992137789726257,61.790000915527344,73.72000122070312,6.389999866485596,62.63999938964844,73.1500015258789,78.2699966430664,82.80999755859375,79.97000122070312,79.12000274658203,74.01000213623047,79.69000244140625,"1 Legislators, senior officials and managers",12 Corporate managers,121 Directors and chief executives
1210 Directors and chief executives,2018,17.182044982910156,0.28445109724998474,3.00376033782959,0.22339795529842377,0.07061419636011124,0.4315048158168793,0.17087385058403015,0.1088929995894432,0.02030124142765999,0.31758368015289307,0.8583210706710815,62.93000030517578,73.72000122070312,6.389999866485596,62.63999938964844,73.1500015258789,78.2699966430664,82.80999755859375,79.97000122070312,79.12000274658203,74.01000213623047,79.69000244140625,"1 Legislators, senior officials and managers",12 Corporate managers,121 Directors and chief executives
1210 Directors and chief executives,2019,22.453662872314453,0.28453367948532104,3.7776291370391846,0.29353007674217224,0.07620159536600113,0.481285035610199,0.23012465238571167,0.15607957541942596,0.03927087038755417,0.37853509187698364,1.0521851778030396,63.209999084472656,73.72000122070312,6.389999866485596,62.63999938964844,73.1500015258789,78.2699966430664,82.80999755859375,79.97000122070312,79.12000274658203,74.01000213623047,78.83999633789062,"1 Legislators, senior officials and managers",12 Corporate managers,121 Directors and chief executives
1210 Directors and chief executives,2020,25.21721649169922,0.2845735549926758,3.80137038230896,0.35873785614967346,0.09052226692438126,0.5783026814460754,0.23326194286346436,0.38384032249450684,0.04340038076043129,0.4261827766895294,1.6741572618484497,65.19999694824219,73.72000122070312,6.389999866485596,62.63999938964844,73.1500015258789,78.2699966430664,82.80999755859375,79.97000122070312,79.12000274658203,74.01000213623047,78.83999633789062,"1 Legislators, senior officials and managers",12 Corporate managers,121 Directors and chief executives
1210 Directors and chief executives,2021,27.72977066040039,0.2846647799015045,3.804990530014038,0.42415928840637207,0.1602296233177185,0.7441431879997253,0.2463805228471756,0.4607454836368561,0.04523296281695366,0.44987064599990845,2.1426892280578613,65.4800033569336,73.72000122070312,6.389999866485596,62.63999938964844,73.1500015258789,78.2699966430664,82.80999755859375,79.97000122070312,79.12000274658203,74.01000213623047,78.83999633789062,"1 Legislators, senior officials and managers",12 Corporate managers,121 Directors and chief executives
1210 Directors and chief executives,2022,30.456680297851562,0.2846648693084717,3.8161115646362305,0.4382716715335846,0.182723268866539,0.7780662178993225,0.29217082262039185,0.9030019640922546,0.046120598912239075,0.48375746607780457,2.8637516498565674,66.33999633789062,73.72000122070312,6.389999866485596,62.63999938964844,73.1500015258789,78.2699966430664,82.80999755859375,79.97000122070312,79.12000274658203,74.01000213623047,78.55000305175781,"1 Legislators, senior officials and managers",12 Corporate managers,121 Directors and chief executives
1210 Directors and chief executives,2023,34.3892936706543,0.28466495871543884,3.819030284881592,0.4410788416862488,0.24905189871788025,0.7814981341362,0.47813624143600464,1.1707533597946167,0.046637024730443954,0.8300830125808716,3.1955406665802,69.45999908447266,73.72000122070312,6.389999866485596,62.63999938964844,73.1500015258789,78.2699966430664,82.80999755859375,79.97000122070312,79.12000274658203,74.01000213623047,79.12000274658203,"1 Legislators, senior officials and managers",12 Corporate managers,121 Directors and chief executives
"1221 Production and operations managers in agriculture, hunting, forestry and fishing",2010,0.21776553988456726,0.07061474025249481,,0.022409992292523384,,,,,,0.002644916297867894,,19.459999084472656,17.760000228881836,,34.52000045776367,,,,,,31.389999389648438,,"1 Legislators, senior officials and managers",12 Corporate managers,122 Production and operations managers
"1221 Production and operations managers in agriculture, hunting, forestry and fishing",2011,0.3629298508167267,0.14052420854568481,,0.026682285591959953,,,,,,0.005289832595735788,,18.889999389648438,17.760000228881836,,34.52000045776367,,,,,,31.389999389648438,,"1 Legislators, senior officials and managers",12 Corporate managers,122 Production and operations managers
"1221 Production and operations managers in agriculture, hunting, forestry and fishing",2012,0.5395237803459167,0.15189872682094574,,0.06860125064849854,,,,0.0003069446829613298,,0.01371326856315136,0.0003069446829613298,20.309999465942383,17.760000228881836,,34.52000045776367,,,,33.380001068115234,,31.389999389648438,33.380001068115234,"1 Legislators, senior officials and managers",12 Corporate managers,122 Production and operations managers
"1221 Production and operations managers in agriculture, hunting, forestry and fishing",2013,3.07102108001709,0.16327324509620667,1.4483157396316528,0.0972820296883583,,,,0.0008578634588047862,,0.022136704996228218,0.0008578634588047862,29.969999313354492,17.760000228881836,50.13999938964844,34.52000045776367,,,,33.380001068115234,,31.389999389648438,33.380001068115234,"1 Legislators, senior officials and managers",12 Corporate managers,122 Production and operations managers
"1221 Production and operations managers in agriculture, hunting, forestry and fishing",2014,5.044449806213379,0.17464777827262878,2.3103103637695312,0.1271984726190567,,,0.0018772478215396404,0.007435017731040716,,0.02824176289141178,0.007435017731040716,29.1200008392334,17.760000228881836,50.13999938964844,34.52000045776367,,,31.959999084472656,33.380001068115234,,31.389999389648438,33.380001068115234,"1 Legislators, senior officials and managers",12 Corporate managers,122 Production and operations managers
"1221 Production and operations managers in agriculture, hunting, forestry and fishing",2015,8.51097297668457,0.18704180419445038,3.17230486869812,0.16087840497493744,,0.019696127623319626,0.003154511796310544,0.013463227078318596,0.0019473558058962226,0.1506453901529312,0.054843466728925705,19.459999084472656,17.760000228881836,50.13999938964844,34.52000045776367,,33.099998474121094,31.959999084472656,33.380001068115234,35.650001525878906,31.389999389648438,31.68000030517578,"1 Legislators, senior officials and managers",12 Corporate managers,122 Production and operations managers
"1221 Production and operations managers in agriculture, hunting, forestry and fishing",2016,12.576151847839355,0.23221148550510406,3.41713285446167,0.16442513465881348,0.0386076457798481,0.2551009953022003,0.08260545879602432,0.02237839065492153,0.005517648998647928,0.17061391472816467,0.3903287649154663,16.34000015258789,17.760000228881836,50.13999938964844,34.52000045776367,31.68000030517578,33.099998474121094,31.959999084472656,33.380001068115234,35.650001525878906,31.389999389648438,31.959999084472656,"1 Legislators, senior officials and managers",12 Corporate managers,122 Production and operations managers
"1221 Production and operations managers in agriculture, hunting, forestry and fishing",2017,13.024313926696777,0.233755961060524,3.439232349395752,0.18309970200061798,0.05326661467552185,0.255137175321579,0.08486289530992508,0.023954147472977638,0.007967797107994556,0.1776476949453354,0.392415851354599,16.34000015258789,17.760000228881836,50.13999938964844,34.52000045776367,31.68000030517578,33.099998474121094,31.959999084472656,33.380001068115234,35.650001525878906,31.389999389648438,31.959999084472656,"1 Legislators, senior officials and managers",12 Corporate managers,122 Production and operations managers
"1221 Production and operations managers in agriculture, hunting, forestry and fishing",2018,15.187919616699219,0.23388540744781494,3.94014048576355,0.19394706189632416,0.05329400300979614,0.30168288946151733,0.08920206874608994,0.056869156658649445,0.011031758971512318,0.1954232156276703,0.5497687458992004,16.34000015258789,17.760000228881836,50.13999938964844,34.52000045776367,31.68000030517578,33.099998474121094,31.959999084472656,33.380001068115234,35.650001525878906,31.389999389648438,30.540000915527344,"1 Legislators, senior officials and managers",12 Corporate managers,122 Production and operations managers
"1221 Production and operations managers in agriculture, hunting, forestry and fishing",2019,19.72049903869629,0.2339533269405365,4.955252170562744,0.2548335790634155,0.05751093104481697,0.336486279964447,0.12013304233551025,0.08151225000619888,0.021339915692806244,0.2329293191432953,0.6674947142601013,17.190000534057617,17.760000228881836,50.13999938964844,34.52000045776367,31.68000030517578,33.099998474121094,31.959999084472656,33.380001068115234,35.650001525878906,31.389999389648438,29.690000534057617,"1 Legislators, senior officials and managers",12 Corporate managers,122 Production and operations managers
"1221 Production and operations managers in agriculture, hunting, forestry and fishing",2020,21.633384704589844,0.23398610949516296,4.98639440536499,0.3114449083805084,0.06831903755664825,0.40431535243988037,0.12177081406116486,0.20045988261699677,0.023583905771374702,0.26224905252456665,1.0330201387405396,17.760000228881836,17.760000228881836,50.13999938964844,34.52000045776367,31.68000030517578,33.099998474121094,31.959999084472656,33.380001068115234,35.650001525878906,31.389999389648438,31.389999389648438,"1 Legislators, senior officials and managers",12 Corporate managers,122 Production and operations managers
"1221 Production and operations managers in agriculture, hunting, forestry and fishing",2021,23.37031364440918,0.2340611070394516,4.991143226623535,0.36824172735214233,0.12092861533164978,0.520261287689209,0.12861916422843933,0.24062344431877136,0.024579735472798347,0.2768252193927765,1.32492995262146,19.18000030517578,17.760000228881836,50.13999938964844,34.52000045776367,31.68000030517578,33.099998474121094,31.959999084472656,33.380001068115234,35.650001525878906,31.389999389648438,29.690000534057617,"1 Legislators, senior officials and managers",12 Corporate managers,122 Production and operations managers
"1221 Production and operations managers in agriculture, hunting, forestry and fishing",2022,25.093381881713867,0.23406118154525757,5.005730628967285,0.3804936408996582,0.1379050463438034,0.5439782738685608,0.15252329409122467,0.4715910851955414,0.0250620786100626,0.29767727851867676,1.7269008159637451,20.8799991607666,17.760000228881836,50.13999938964844,34.52000045776367,31.68000030517578,33.099998474121094,31.959999084472656,33.380001068115234,35.650001525878906,31.389999389648438,31.68000030517578,"1 Legislators, senior officials and managers",12 Corporate managers,122 Production and operations managers
"1221 Production and operations managers in agriculture, hunting, forestry and fishing",2023,27.478435516357422,0.23406125605106354,5.009559631347656,0.3829307556152344,0.18796463310718536,0.5463777184486389,0.24960368871688843,0.6114237308502197,0.025342708453536034,0.5107866525650024,1.905584454536438,19.18000030517578,17.760000228881836,50.13999938964844,34.52000045776367,31.68000030517578,33.099998474121094,31.959999084472656,33.380001068115234,35.650001525878906,31.389999389648438,31.389999389648438,"1 Legislators, senior officials and managers",12 Corporate managers,122 Production and operations managers
1222 Production and operations managers in manufacturing,2010,0.2600030303001404,0.08237738162279129,,0.026701854541897774,,,,,,0.003553749993443489,,62.93000030517578,64.62999725341797,,68.61000061035156,,,,,,56.38999938964844,,"1 Legislators, senior officials and managers",12 Corporate managers,122 Production and operations managers
1222 Production and operations managers in manufacturing,2011,0.43342748284339905,0.16393199563026428,,0.03179235756397247,,,,,,0.007107499986886978,,61.790000915527344,64.62999725341797,,68.61000061035156,,,,,,56.38999938964844,,"1 Legislators, senior officials and managers",12 Corporate managers,122 Production and operations managers
1222 Production and operations managers in manufacturing,2012,0.6507959365844727,0.17720124125480652,,0.08173945546150208,,,,0.00045755106839351356,,0.018425356596708298,0.00045755106839351356,62.06999969482422,64.62999725341797,,68.61000061035156,,,,59.79999923706055,,56.38999938964844,59.79999923706055,"1 Legislators, senior officials and managers",12 Corporate managers,122 Production and operations managers
